Appearance	Cussing	Hatred	NOT	Racial	Sexual	Violence	Text	WordCount	WordCountGroup
1	0	0	0	0	0	0	مقلع وصوف اقرع خلي الكل يبين علا حقيقته احسن ما عاد يتعبو الواحد	13	Medium
1	0	0	0	0	0	0	جدا قزم الظاهر طوله	4	Very Short
1	0	0	0	0	0	0	بقره عرجاء وتتشرط 😂	4	Very Short
1	0	0	0	0	0	0	صاير دبه الحمدالله صحته كويسه	5	Short
1	0	0	0	0	0	0	لا تتعب نفسك جيل اليوم مالهم هواء بالمعضلين 😘 ابو كرش هو الي ماكل السوق كله كيف تصبح معضل في شهرين	21	Very Long
1	0	0	0	0	0	0	ياحسافة فرحة ابو خشم بروس بالهدف 😂 😂 اقالتك بعد المباراة بإذن الله	13	Medium
1	0	0	0	0	0	0	مازلت دبه	2	Very Short
1	0	0	0	0	0	0	ذا علم اليمن يا لحجي	5	Short
1	0	0	0	0	0	0	كنت اقصد ابو وجه مشوه	5	Short
1	0	0	0	0	0	0	اقرع ويتشيرط	2	Very Short
1	0	0	0	0	0	0	ريحه الصالون شعر محترق ابغى الريحه ذيي	7	Short
1	0	0	0	0	0	0	فريجنا اقرع	2	Very Short
1	0	0	0	0	0	0	هه راح اصيرين دبه	4	Very Short
1	0	0	0	0	0	0	تخرع المذيعة تخرع والله موشايفين الا براطم طالعة	8	Short
1	0	0	0	0	0	0	كفايه بقيتي دبه 😂 😂	5	Short
1	0	0	0	0	0	0	واين هاي يا ام كرش 😉	6	Short
1	0	0	0	0	0	0	انتي بقره وعبده نوم وعديمه احساس وضمير	7	Short
1	0	0	0	0	0	0	من جد وجهها كله براطم 😭	6	Short
1	0	0	0	0	0	0	اقول انت دبة نوم من الى الصبح ماتكفيك	8	Short
1	0	0	0	0	0	0	السعودية خط أحمر اقزام اسيا	5	Short
1	0	0	0	0	0	0	ويجيك لحجي شعره اشقر وعيونه زرق يتكلم عن الديموقراطية 😂 😂	11	Medium
1	0	0	0	0	0	0	مين ذي اللحجيه النفسيه اللي خلتك تحطين إيموجي لحجي بسبب نفسيتها	11	Medium
1	0	0	0	0	0	0	هو في حد فقرهم غير وشك النحس يا بلحة 😂	10	Medium
1	0	0	0	0	0	0	بهيمة قذرة مترهله مكرشه مشعره استحقرها و و اطقطق و اعاملها بكل استحقار معصيتى راحتى بقره معصيتي ذليله	18	Long
1	0	0	0	0	0	0	بصراحه بني ادم مقزز بطريقه بشعه بغض النظر عن اي شئ	11	Medium
1	0	0	0	0	0	0	ياليل المبزره وهو صورته كنه سلوقي جوعان له شهر وش مدخلك بين البنات يالكبير	14	Medium
1	0	0	0	0	0	0	ممكن دبدوبه تجيني 🙏 🏻 دبه سمينه دبدوبه متينه مترهله دبيه	11	Medium
1	0	0	0	0	0	0	لقلبك السعاده والحب ام كرش	5	Short
1	0	0	0	0	0	0	ما اتفقنا على دبه من عيوني ي دب	8	Short
1	0	0	0	0	0	0	والله ابي اقول ان احسن مسلسل ف التاريخ عموما سواء بقه انيمي او غيره بس هيطلعلي واحد اقرع وعامل دق	20	Very Long
1	0	0	0	0	0	0	احول	1	Very Short
1	0	0	0	0	0	0	تسلم عيونك اجل عليك بلعافيه ام براطم هذي	8	Short
1	0	0	0	0	0	0	لالالا خلاص راحت التعصيبه ي قزم 😡 😡	8	Short
1	0	0	0	0	0	0	بيقولك مره واحد أقرع اتزحلق وقع على دماغه اتزحلق تاني	10	Medium
1	0	0	0	0	0	0	يدينها ملياانه باين سمينه سبحان الله ماكنت حابتها من زمان اسلوبها ينرفز	12	Medium
1	0	0	0	0	0	0	ريتويت لو حريمك بقره برخصه 😉 🔥 🔥	8	Short
1	0	0	0	0	0	0	😂 😂 😂 دبه 😈 😁	6	Short
1	0	0	0	0	0	0	جميل ان تكون لام ركبه سودا سعادة وايضا للمغربيات مثل مغيم🤪 يالجلبات ان مامسكتوني رايح من كيسكم رايح 😂 😂	20	Very Long
1	0	0	0	0	0	0	انكتمي يا لحجيه	3	Very Short
1	0	0	0	0	0	0	ويجيك ابو كرش ويقول انتن ماتقدرن على ذبح صرصور 😂 😂	11	Medium
1	0	0	0	0	0	0	خفي علينا شوي يا ام كرش باقي علب البلاستك ما اكلتيهن يا دايت	13	Medium
1	0	0	0	0	0	0	😂 😂 دي صبا مبارك ممثله يا ناصح	8	Short
1	0	0	0	0	0	0	😂 😂 كرش صغيير كدا	5	Short
1	0	0	0	0	0	0	الاشهب الاغبر على قولتك يدوج بالشموس عشان يجيب لك مصروف كل شهر عشان تشيلين حواجبك الزايده وتشيلين شعر رجولك	19	Long
1	0	0	0	0	0	0	اي جيل اقزام	3	Very Short
1	0	0	0	0	0	0	ولماذا يا تصفونها ب اغتيال لجربوع اسمه قاسم سليماني ومعه جروه المخلص ابو مهدي المهندس وموتهما ت	17	Long
1	0	0	0	0	0	0	مو معليش شوفي صورة الافتار اللحجيه حقته و تعرفين تتعاملين مع ايش مع شخص لحجي من غير مخ	18	Long
1	0	0	0	0	0	0	ويي طلعت قزم بعد ماعليه 😂 😂	7	Short
1	0	0	0	0	0	0	قولي وش مسوية يا دبة	5	Short
1	0	0	0	0	0	0	هي اقزام بعينك 😭	4	Very Short
1	0	0	0	0	0	0	اابي بقرة مترهله ديودها طايحه ولحمها يخض تجي خاص احلبها ورضع ديودها وركب فوقها وخض لحمها خض معصيتى راحتى بقره	20	Very Long
1	0	0	0	0	0	0	شكلك دبه و قبيحه زيها عشان كدا اتأثرتي	8	Short
1	0	0	0	0	0	0	قولي نفسي في برغر يا دبه وخلاص 😂	8	Short
1	0	0	0	0	0	0	انا كذا ولا كذا عيال اقزام	6	Short
1	0	0	0	0	0	0	حتى المشد ما يخفيها لانها سمينه شكلها قاصتها	8	Short
1	0	0	0	0	0	0	هه حتي انتي شكلك دبة 😂	6	Short
1	0	0	0	0	0	0	انكتمي لا ادعسك قال ايش قال جسم المراه مقرف تراه حتى جسمك مقرف اذا جسم المراه مقرف يا فله	19	Long
1	0	0	0	0	0	0	بشعه	1	Very Short
1	0	0	0	0	0	0	اير في وبالرعاع الفارسي اللي ع شكلك وشكله	8	Short
1	0	0	0	0	0	0	القزم بلحه	2	Very Short
1	0	0	0	0	0	0	طول عمر اليسا عقدتك انت والفنانات الكسر امثالك انت وشراز حتى في الشكل عملولك تجميل عشان تقربي من شكلها	19	Long
1	0	0	0	0	0	0	دبة غازيلعن ابو ذبتك المخيسه	5	Short
1	0	0	0	0	0	0	انت كده حلو وكده يعني يا اقرع لو انت راجل وانا متاكد انك مش راجل ولا عمرك هتكون راجل افتح التعليقات عشان الاهان	23	Very Long
1	0	0	0	0	0	0	واطيه من يومج ياعهد اجيج بخيطان ام ريحه خايسه تعرفين اخر مره كنتي معاي طلعت ريحتج وقمت ماعليه مسويه عساس تبي	21	Very Long
1	0	0	0	0	0	0	السيد محمد رضا الله يحفظه مسوي بيكم علة لأن مو مثلكم ومثل سيدكم أبو خشم ولا مثل باقي الفاسدين	19	Long
1	0	0	0	0	0	0	تحكيم ضالم و الحكم أحول ما يشوف زي الناس الاعب تشابكت رجولو أنا ولا جميع مشجعي النصر راضي بي هاذا التحكيم	21	Very Long
1	0	0	0	0	0	0	وحده مبرئتها الحكومه لو ام براطم حقتك على حق ما انسجنت بس راحت السجن باوصخ جزمه لانها ه	18	Long
1	0	0	0	0	0	0	ابو كرش يتستر مو زي ذا ومايلبس ذا السلاسل 😏	10	Medium
1	0	0	0	0	0	0	وجهها يسد الرزق دبه وريحتها سمك دىدها مدحدر ام القرف	10	Medium
1	0	0	0	0	0	0	شحجة يا ام براطم ما تسامحين خلي جلبك كبير	9	Short
1	0	0	0	0	0	0	😂 😂 مثل دبه الغاز	5	Short
1	0	0	0	0	0	0	مستحيل تلاقي بنت طويله مسويه مشاكل كل المصايب جايه من أقزام الكوكب	12	Medium
1	0	0	0	0	0	0	زين دبه 😒	3	Very Short
1	0	0	0	0	0	0	مكياج روزي اول عباره انو تدهن وجهه بفازلين ويبين كنه مزيت وايلاينر خط صغير ومرطب شفايف ويحبون يخلونها كأنها تعبان	20	Very Long
1	0	0	0	0	0	0	الخول حرقته كلمة سمين اب كرشة دي	7	Short
1	0	0	0	0	0	0	يا قزم ما ودك توقع مع السومه وتفكنا من القيل والقال 🙂	12	Medium
1	0	0	0	0	0	0	تكون ضارب لوبيا و ضربك شي موجة لكرش غادي تلوث سواحل المغربية	12	Medium
1	0	0	0	0	0	0	يا دبه انتبهي ترا العيد قرب 😂 😂	8	Short
1	0	0	0	0	0	0	والله نادي قزم قزم	4	Very Short
1	0	0	0	0	0	0	انت دبة	2	Very Short
1	0	0	0	0	0	0	ما بأمن ع ابو كرش بياكلن عالطريق 😂 😂	9	Short
1	0	0	0	0	0	0	يلعى ام المبزره وربي اشكال مقرفه	6	Short
1	0	0	0	0	0	0	اي اصلا من قالت القبيحين وعممت عرفت انها مراهقه يوم رديت قالت شكلك قبيح بس كنت بوريه	17	Long
1	0	0	0	0	0	0	اقوله رأيتك طفلا من بعيد وعندما سمعتك صوتك رجل قزم طولك لا يتعدي الشبرين او اكثر	16	Long
1	0	0	0	0	0	0	دبه ممتعه	2	Very Short
1	0	0	0	0	0	0	بدي بقره سمينه تخينه العب فيها شوي فالخاص واتسلا احسن من الملل الي انا فيه ريتويت	16	Long
1	0	0	0	0	0	0	طرق على خشومك يا اقزام وبالشكل الي تبغاه شعبي او حكومي	11	Medium
1	0	0	0	0	0	0	دبه انا للاسف🥲 💔	4	Very Short
1	0	0	0	0	0	0	خلصلنة يا اقرع 😂 ❤	5	Short
1	0	0	0	0	0	0	للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده دبه والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله	17	Long
1	0	0	0	0	0	0	هه شوف الكذاب لاارسل صورتك وانت أقرع	7	Short
1	0	0	0	0	0	0	اذلف يا دبه الغاز	4	Very Short
1	0	0	0	0	0	0	ام خشم 😛 😛	4	Very Short
1	0	0	0	0	0	0	رسالتي حق فطوم ام شعر مدهن فطوم تقذف ريم	9	Short
1	0	0	0	0	0	0	بنت عمي كانت دبه لما ضعفت وزنها يمكن وصل وهي كانت ياجماعه صارت تخوف حيل ضعيفه اخاف امسكها و انكسر من الضع	22	Very Long
1	0	0	0	0	0	0	🤣 🤣 واخيرا تعترف دبه	5	Short
1	0	0	0	0	0	0	يبني انت احول احنا كنا بتلعب مع بعض ودايسين علي وشهم دي هي جت كده 🤣	16	Long
1	0	0	0	0	0	0	سحر اقزام	2	Very Short
1	0	0	0	0	0	0	يا بقرة	2	Very Short
1	0	0	0	0	0	0	شفيك صرتي لحجيه كذا بسم الله	6	Short
1	0	0	0	0	0	0	الموضوع كلو انو هو مقتنع انو هو سمين لكن هي م مقتنعه انها شينه	14	Medium
1	0	0	0	0	0	0	هيصطدم بامك باذن الله يا اقرع	6	Short
1	0	0	0	0	0	0	ماكو شعر اقرع	3	Very Short
1	0	0	0	0	0	0	مننجد تحس انك صرت دب و قبيح سيمب يعني	9	Short
1	0	0	0	0	0	0	مبروك نجاح ابو كرش	4	Very Short
1	0	0	0	0	0	0	هه يعني انت دبه	4	Very Short
1	0	0	0	0	0	0	كيف لا انت مسوي صورتك ولا انت سمين	8	Short
1	0	0	0	0	0	0	حد يقولنا اخبار خالد صلعت ايه دلوقتي بعد فوز الزمالك أخبارك ايه يا اقرع وهي عامله ايه دلوقتي	18	Long
1	0	0	0	0	0	0	الا سمينه يادبايه كم وزنك 😂	6	Short
1	0	0	0	0	0	0	هه شايفه يام خشم فيل 🤣 😂 💔 👇	9	Short
1	0	0	0	0	0	0	ابي بقرة ثلاثينيه مترهله ديودها طايحه ولحمها يخض تجي خاص احلبها واركب فوقها وخض لحمها الرخيص خض حسابك خاص نقطه وا	21	Very Long
1	0	0	0	0	0	0	اقرع ه	2	Very Short
1	0	0	0	0	0	0	حشاك يقول انتي حيوانه سمينه جالسه في البيت	8	Short
1	0	0	0	0	0	0	بقره ابي كبيره مترهلة بالرياض	5	Short
1	0	0	0	0	0	0	عاد سمينه بتكتمين بثقل الطينه وثقل البنيه	7	Short
1	0	0	0	0	0	0	ملك البوس ابو عمار حتي شفاط النمل يبوسة طرمبة مو براطم	11	Medium
1	0	0	0	0	0	0	جات جات ام ركبة الله يصلحها 😂 😂	8	Short
1	0	0	0	0	0	0	بعدين ي لحجيه قلك الحين رومنسيه عطني شفه وحضن وربي محد درا عنك وتقعدي تعززين نفسك بحساب ثاني قفل حسابك لابىده لك	22	Very Long
1	0	0	0	0	0	0	انتي دبه	2	Very Short
1	0	0	0	0	0	0	عيل جب شكلك قزم	4	Very Short
1	0	0	0	0	0	0	لحجية بس مبروك	3	Very Short
1	0	0	0	0	0	0	دبه ياخوي ماتنفع طلقها	4	Very Short
1	0	0	0	0	0	0	ابي افهم الي يتحرش وش يستفيد من يومين بالمول واحد كانه نحله قزم وحالته حاله ومنتف وكل عذروب فيه مهم يمشي ويكلم اي ح	24	Very Long
1	0	0	0	0	0	0	لا تحاول أن تمسح تعليقك يا يا ناصح 😂 😂	10	Medium
1	0	0	0	0	0	0	إذا الطبيب درج انتي وش بقرة	6	Short
1	0	0	0	0	0	0	سودا	1	Very Short
1	0	0	0	0	0	0	أنا عارفة معظمكم معتاد مسترس وعمات جسم مرة قصير أو بقرة بكرش أو ركبتها سودة أو صوتها فحيح أفعى أو رجولها رجول نعا	23	Very Long
1	0	0	0	0	0	0	فعلا بقرة	2	Very Short
1	0	0	0	0	0	0	اغبى من يتكلم هو اليسا كائن بوتوكس منفوخ بالحقد والغباء	10	Medium
1	0	0	0	0	0	0	اجل انتي دبه	3	Very Short
1	0	0	0	0	0	0	نومي صاير مثل براطم إليسا كل ماحاولت اعدله يخرب 💔 😂	11	Medium
1	0	0	0	0	0	0	انا ايوه يا ناصح بختار اللي متوقع يكون أقل علشان مأثرش على التصويت واعرف نتيجته اتعلموا بقى اما دخلتوا مدارس إزاي 😂 😂	23	Very Long
1	0	0	0	0	0	0	ليش ماعمري شفت معضل شعره اقرع من النص	8	Short
1	0	0	0	0	0	0	نوره طلع صدق لحجي توه وصل بصيح 😭 😭	9	Short
1	0	0	0	0	0	0	تعبت اضحك 😭 😭 عادي هي متعوده دايم اذب على امها بس احس مصختها اي ذبه عن الخاله احطها باامها المره الجايه بدور خاله ثانيه	25	Very Long
1	0	0	0	0	0	0	امزح امزح والله اشل نص الكاشير واسري أقرع	8	Short
1	0	0	0	0	0	0	يع لحجي دز بس	4	Very Short
1	0	0	0	0	0	0	كريهه بنص الكلام	3	Very Short
1	0	0	0	0	0	0	مثلث احسن يا انس بس انتبه انتبه انتبه لا يقولك انت وراسك الي كنه دبة ماء	16	Long
1	0	0	0	0	0	0	بس يعني مو مشكلتها لو كنت انت قزم	8	Short
1	0	0	0	0	0	0	ويافع خشم طويل مطعوج وانتم مو بعيدين عنهم والحضارم فطسان	10	Medium
1	0	0	0	0	0	0	بالعكس المسترس لابسه لبس الفارسات و السليفة شعرها شعر حيوانات	10	Medium
1	0	0	0	0	0	0	إنها عقدة النقص وانهم جميعا اقزام امام لاعبي الهلال وقد اعترف بنفسه لما جعل المقياس لمكانة لاعبي فريقه ا	19	Long
1	0	0	0	0	0	0	من كيس ابو كرش	4	Very Short
1	0	0	0	0	0	0	قود لوك مع النيو كرش	5	Short
1	0	0	0	0	0	0	🤣 🤣 فعلا النصراويه اقزام الرياضه	6	Short
1	0	0	0	0	0	0	مره واحد اقرع دخل سباق علشان كان اصلع واحد اعع	10	Medium
1	0	0	0	0	0	0	وش العاهه ذا بعد ناقصين اقزام بالفريق لاحول ولاقوة الابالله ايفرسون سوتيلدو	12	Medium
1	0	0	0	0	0	0	ماغير ام خشم حاشرها نفسها بالسالفه	6	Short
1	0	0	0	0	0	0	أنا قصير و قزم	4	Very Short
1	0	0	0	0	0	0	يعني بشعه ومو حلوه مقرفه باختصار😹	6	Short
1	0	0	0	0	0	0	شوفت اليوم زميل الطفوله بالمدرسه الواد القمر اللي كان مجنن البنات حالاته يرثي لها كرش وشعر ابيض ومبعجر 😂 يخرب بيت تغيير المناخ 😂	24	Very Long
1	0	0	0	0	0	0	هذا اللي يقولك ليه ما تردين يا دبه ام شوشه	10	Medium
1	0	0	0	0	0	0	ياحليلك ياابو قحره بوجهك الي كنه جزمه الله يعزها عنك	10	Medium
1	0	0	0	0	0	0	انت قزم معاهم صح 😂 😂	6	Short
1	0	0	0	0	0	0	أكييد ام شعر أشقر نحنا ماعندنا عشة منكوشة 😂 😂	10	Medium
1	0	0	0	0	0	0	دوبه سمينه	2	Very Short
1	0	0	0	0	0	0	اي شكل انا تعالي ليه تنامين بقرة نوم وربي	9	Short
1	0	0	0	0	0	0	من ذي وياليت ماتمثل ام براطم	6	Short
1	0	0	0	0	0	0	😂 😂 م شفتك يبوي انت تقول دبه انا قلتلك دب 😳 😂	13	Medium
1	0	0	0	0	0	0	رحت الناصرية وحاولت سحبه من راسه لكن يدي تزحلقت لانه مسوي كريم شعر في الصلعة	15	Long
1	0	0	0	0	0	0	اها يعني أنتي دبه اعترفي 😂 😂	7	Short
1	0	0	0	0	0	0	دي دبه ولا عيني كعبه	5	Short
1	0	0	0	0	0	0	لو حاطه هذي الصوره بدال صورة الوافد المسكين راح توصل الفكره اسرع 😩 البوز خله شبر لقدام ومصلحه نفخ ب	20	Very Long
1	0	0	0	0	0	0	اما عن نواف ف متيقن انه كبقرة سمينه لا تبقي و لا تذر لذا احضرت له جميع انواع الاعلاف	19	Long
1	0	0	0	0	0	0	خلصت خلاص دلوقتي ولا عاوز جرابيع ولا عاوز هفافين ولا عاوز شلاكيح عاوز كل الكدب داا يغور عاوز اشم ريحه نضيفه تمم	22	Very Long
1	0	0	0	0	0	0	قبل شوي الكاشير قصير شين وبطيء ويوم اكلمه يرفع حواجبه كأنه حلو موت ضحكني من داخل	16	Long
1	0	0	0	0	0	0	انا اعرف وحده اسمها عزوف دبه وشعرها منفوش بس طيبه	10	Medium
1	0	0	0	0	0	0	ااخ كرش الطفولة هذي 😞 💔	6	Short
1	0	0	0	0	0	0	😂 😂 ياي حلو لشي بس أفرض طلع قزم 😭 😭 😂 😂	13	Medium
1	0	0	0	0	0	0	لانك لحجي	2	Very Short
1	0	0	0	0	0	0	هذا لحجي ماعمري تابعته لكن ماقد طلعت له تغريده بتايمي إلا تزق ملحجه	13	Medium
1	0	0	0	0	0	0	ترا استحي ي دبه خلاص	5	Short
1	0	0	0	0	0	0	امين يارب لالا انتي دبه 😂 😂	7	Short
1	0	0	0	0	0	0	وقت نكد عليكي وعصبك وازعجك لا تعصبي عليي اي انا رجل رقيق يا دبة رقيق وحساس كمان 🥺 🖤 😑	20	Very Long
1	0	0	0	0	0	0	ثروباك لما قلت لخواتي ليش مافيكم شفايف وقالت خذتي كل براطمنا	11	Medium
1	0	0	0	0	0	0	خشم راعي بيقهيت كنه خشم جونغلوق قبل التجميل	8	Short
1	0	0	0	0	0	0	كل عام وانتي بخير وصحة وعافية يا دبه 😎	9	Short
1	0	0	0	0	0	0	نبغى إنجازات عرفات ابو براطم يا مشرد	7	Short
1	0	0	0	0	0	0	بقره ياصابر	2	Very Short
1	0	0	0	0	0	0	ابي بقره للحلب في الرياض معصيتي	6	Short
1	0	0	0	0	0	0	بالك لو كان عندك كرش بتكون سعيد 🤕	8	Short
1	0	0	0	0	0	0	لحجيه 😔	2	Very Short
1	0	0	0	0	0	0	شكل الاستطلاع معبيه ابو كرش لوحده	6	Short
1	0	0	0	0	0	0	وانتم بعد فاضيين لدرجة قمتو تسوون كل يوم وجه جديد ونفخ براطم لا شغله ولا مشغله	16	Long
1	0	0	0	0	0	0	مشكله الوحده اذا كانت دبه ويجي يوم وتنحف فجأه تلقى جسمها رازته بكل مكان	14	Medium
1	0	0	0	0	0	0	كل هالكلام اللي لايودي ولا يجيب مو منك والله من براطمك ذي اللي كانها براطم ثور	16	Long
1	0	0	0	0	0	0	دائما المرأة بعد الأربعين تزداد انوثة إلا الرجل يا صلعه يا كرش 😂	13	Medium
1	0	0	0	0	0	0	الله ياخدو ونخلص منو وج النحس صرلو سنين عم بيوعود وشو عمل دايما جوابو ما خلونا وما عند	18	Long
1	0	0	0	0	0	0	وعمر الزيد قال كلام صحيح للنصر نعرف الزيد ابو ركبه	10	Medium
1	0	0	0	0	0	0	فاشل بيصير فريقنا فريق اقزام	5	Short
1	0	0	0	0	0	0	شفتي وجهك بالمرايه ما الومك بقره هه	7	Short
1	0	0	0	0	0	0	ابو كرش مو بايدك حول ع التحلايه	7	Short
1	0	0	0	0	0	0	عيبه مش بينه حقوق اقرع للعمق بس 😂 ✊🏼	9	Short
1	0	0	0	0	0	0	بلي بقرة 😊 😊	4	Very Short
1	0	0	0	0	0	0	باين إنك أحول 😵	4	Very Short
1	0	0	0	0	0	0	لو يلبس فروة اسد البلا مو بس بالصلعه حتى الوجه مميز انا اقول يسوي	14	Medium
1	0	0	0	0	0	0	امك دبه و قبيحه	4	Very Short
1	0	0	0	0	0	0	مكبس براطم	2	Very Short
1	0	0	0	0	0	0	هذي بقره ماعليك منها هه	5	Short
1	0	0	0	0	0	0	الله يغمق لرفيق الحريري و عقبال ابنو سعد يا رب 🙏 🙏 لعما بقلبكن شو شعب بجم يا بقرة من يوم	21	Very Long
1	0	0	0	0	0	0	قدك سمينه يا ام كرش اكلتي اليابس والأخضر	8	Short
1	0	0	0	0	0	0	مجرم ي دب 😂 😂	5	Short
1	0	0	0	0	0	0	اكل اكل ما عليك لا تجي المدام هريان وعصاقيلك مترهله اذا ما تدخن امورك طيبه	15	Long
1	0	0	0	0	0	0	عقبال ما ننقل امك يا اقرع	6	Short
1	0	0	0	0	0	0	مو المطبخ البيت يبو كرش 🙄	6	Short
1	0	0	0	0	0	0	شجابك شفتحت على نفسك باب 😁 حتشوف اقزام حتكمز يمك انجوي حبيبي	12	Medium
1	0	0	0	0	0	0	خرب ببليسك هسه تسمعك تروح تسوي عمليه يصير خشمها اصغر من خشم نانسي عجرم 😂	15	Long
1	0	0	0	0	0	0	مصر كبيره عليكم يا اقزام قطر وفروا اموالكم لشعبكم او لسيدكم القواد اردوغان بدلا من انفاقها علي اراجوزات و مرتزقة الإعلام	21	Very Long
1	0	0	0	0	0	0	فعلا الوصف لرشاش انه كان قزم ووجهه سيفون ددسن ماتوقع ذي صورته	12	Medium
1	0	0	0	0	0	0	🤣 🤣 ليش لهدرجه بشعه	5	Short
1	0	0	0	0	0	0	ميرسي الله يطول بعمرك ونشوفك تاتا يا ام كرش اظدي يا صيادة السمك 🤣 👍 🌹	16	Long
1	0	0	0	0	0	0	دوم يا دبه	3	Very Short
1	0	0	0	0	0	0	هع انت بزر يا تتكلم عن الكراتين يا ابو خشم	10	Medium
1	0	0	0	0	0	0	كل سمينه او نحيفه مرا ملامحهم تضيع بس فيه بنات من خلقه ربي وصنعه و	15	Long
1	0	0	0	0	0	0	مبروك يا دب 👏 🏻 👏 🏻 👏 🏻	9	Short
1	0	0	0	0	0	0	وجهها عادي مره بس تيز و ايرون	7	Short
1	0	0	0	0	0	0	اكثر اثنين احذفهم و يرجعون يضيفوني الشيخ الروحاني و حقين التخسيس من قالهم اني دبه مسحوره	16	Long
1	0	0	0	0	0	0	سب افنان يا قليلة اللطف يا كلبة الكلاب جعلني اقروطش يا بقره حلووبب يا نعجه	15	Long
1	0	0	0	0	0	0	عندى واحده اقرع 💋 😂 😂	6	Short
1	0	0	0	0	0	0	اقزام وعبيد الامارات	3	Very Short
1	0	0	0	0	0	0	دبه دختر نازم	3	Very Short
1	0	0	0	0	0	0	تلقينها دبه وكله دابته بالخمس واتيي توتير تتنيعم علينه 😂	10	Medium
1	0	0	0	0	0	0	😂 😂 ضحكتني اقول ماعندك غير الضعوي انت وولي نعمتك أركد أركد وعلى شحم 😂 😂	16	Long
1	0	0	0	0	0	0	ما نقدر نقول شي يعني لو واحد شيبه و دب و اقرع يمكن الموضوع غير يالله معليه عشان السلام ☮️ 🕊✌🏻	21	Very Long
1	0	0	0	0	0	0	ابو خشم كم اعشقك يا صاح 🤍	7	Short
1	0	0	0	0	0	0	اوف شكلج حيل متينه 😳	5	Short
1	0	0	0	0	0	0	شفايف كنه شسم	3	Very Short
1	0	0	0	0	0	0	لأصحاب الذاكره الضعيفه أقزام حولي أعرف حجمك ياقزم	8	Short
1	0	0	0	0	0	0	ابشر بالدعم يابطل واصل مسيرك ولايهمك اقزام أنقرة والدوحة واتباع قاسم سليماني في غزه يكفيك انك او	17	Long
1	0	0	0	0	0	0	لان الرياضي يشوف نفسه ويلفت الانتباه اكيد واكله بشروط ابو كرش عكس ذا كله 😂	15	Long
1	0	0	0	0	0	0	علشان فريد اقرع ولا عليكى اقرع والشخصية لا تتماشى مع القرع دة بالنسبه للفيلم	14	Medium
1	0	0	0	0	0	0	تكوون الا الرق ام شعر اشقر لا شوفها 😭 😭 الحسنه الوحيده بنطمي شويو🤏🏻	14	Medium
1	0	0	0	0	0	0	يعني مو بس جبان هربت عندما احتاجك الوطن 🇰🇼 وفوق ذلك تقف مع من خان وطنك عام ميلشيات بو براطم ضد اهل الخليج الذين	24	Very Long
1	0	0	0	0	0	0	شفتيها سمينه دبدوبه	3	Very Short
1	0	0	0	0	0	0	كلهم مخيسين بس العنابي حلو شوي لكن فتحة الساق قصيره مره	11	Medium
1	0	0	0	0	0	0	برنامج جونا غير خاطرة 📝 للناس عندي أوزان وأحجاممنهم كبار وبعض الناس أقزام فالمرء ترجح بالأخلاق	16	Long
1	0	0	0	0	0	0	لحجيه خير	2	Very Short
1	0	0	0	0	0	0	إذن ولا خشم ☻🍷	4	Very Short
1	0	0	0	0	0	0	❤ يمكن حلاها بس صبغه وتصميم كم شينه تضبط اذا مكيجوها ما تضبط إلا عقب حمره وتنظيم وعلى الطبيعه كنھا كوع ابوها	22	Very Long
1	0	0	0	0	0	0	حظك ي قزم 💔 💔	5	Short
1	0	0	0	0	0	0	أجل قزم ما بسلفك 😭 😭	6	Short
1	0	0	0	0	0	0	معتصم أقرع بنشرو ليهو في صفحة الحزب الشيوعي إتلم المتعوس على خايب الرجا	13	Medium
1	0	0	0	0	0	0	أحترك أجدادك على هاي الخلفه ولك اركد سنه زمان على جهه حتى القرد مو مثلك	15	Long
1	0	0	0	0	0	0	لا تتحمس يا دب	4	Very Short
1	0	0	0	0	0	0	قزم ونص	2	Very Short
1	0	0	0	0	0	0	اير بمنظرك	2	Very Short
1	0	0	0	0	0	0	دوومم ي دب 😂 😂 👊	6	Short
1	0	0	0	0	0	0	بس ما يسعك الا قصر انتي دبه قووي 😂	9	Short
1	0	0	0	0	0	0	بوتوكس و فيلر و شويه ملامح	6	Short
1	0	0	0	0	0	0	امبلا قزم جب	3	Very Short
1	0	0	0	0	0	0	اذواق الناس هالايام صايرة لحجية	5	Short
1	0	0	0	0	0	0	مشاء الله سمينه 😂	4	Very Short
1	0	0	0	0	0	0	انتي دبه شفيج 🥺	4	Very Short
1	0	0	0	0	0	0	أراه قزم نفخ فيه كثيرا فانفجر قيح وقبح	8	Short
1	0	0	0	0	0	0	ام خلفية سودا	3	Very Short
1	0	0	0	0	0	0	نفس الشي عندي واحد شيب اقرع مسمي نفسه هيمو	9	Short
1	0	0	0	0	0	0	شكله قزم 😜	3	Very Short
1	0	0	0	0	0	0	يس بقره	2	Very Short
1	0	0	0	0	0	0	حياتج جنها براطم بعير 😂	5	Short
1	0	0	0	0	0	0	العمر كله يا دبه	4	Very Short
1	0	0	0	0	0	0	طفاحيه مو براطم	3	Very Short
1	0	0	0	0	0	0	وانت بخير وصحة وسلامة يارب كتبت يوم ي احول 😭 ♥️	11	Medium
1	0	0	0	0	0	0	جزمة تتحدث والله العظيم الواحد ما يبي يغلط بس هالاشكال تججحججبره	11	Medium
